Period,Number,BigSmall,Color
20260527099981635,0,Small,Red Violet
20260527099981634,3,Small,Green
20260527099981633,2,Small,Red
20260527099981632,7,Big,Green
20260527099981631,6,Big,Red
20260527099981630,3,Small,Green
20260527099981629,1,Small,Green
20260527099981628,9,Big,Green
20260527099981627,0,Small,Red Violet
20260527099981626,3,Small,Green
20260527099981625,2,Small,Red
20260527099981624,8,Big,Red
20260527099981623,8,Big,Red
20260527099981622,7,Big,Green
20260527099981621,4,Small,Red
20260527099981620,0,Small,Red Violet
20260527099981619,6,Big,Red
20260527099981618,9,Big,Green
20260527099981617,3,Small,Green
20260527099981616,7,Big,Green
20260527099981615,2,Small,Red
20260527099981614,4,Small,Red
20260527099981613,7,Big,Green
20260527099981612,5,Big,Green Violet
20260527099981611,5,Big,Green Violet
20260527099981610,6,Big,Red
20260527099981609,8,Big,Red
20260527099981608,8,Big,Red
20260527099981607,7,Big,Green
20260527099981606,1,Small,Green
20260527099981605,9,Big,Green
20260527099981604,3,Small,Green
20260527099981603,0,Small,Red Violet
20260527099981602,4,Small,Red
20260527099981601,0,Small,Red Violet
20260527099981600,0,Small,Red Violet
20260527099981599,7,Big,Green
20260527099981598,0,Small,Red Violet
20260527099981597,7,Big,Green
20260527099981596,1,Small,Green
20260527099981595,8,Big,Red
20260527099981594,3,Small,Green
20260527099981593,6,Big,Red
20260527099981592,0,Small,Red Violet
20260527099981591,4,Small,Red
20260527099981590,6,Big,Red
20260527099981589,4,Small,Red
20260527099981588,7,Big,Green
20260527099981587,5,Big,Green Violet
20260527099981586,1,Small,Green
20260527099981585,2,Small,Red
20260527099981584,5,Big,Green Violet
20260527099981583,3,Small,Green
20260527099981582,1,Small,Green
20260527099981581,2,Small,Red
20260527099981580,2,Small,Red
20260527099981579,9,Big,Green
20260527099981578,1,Small,Green
20260527099981577,0,Small,Red Violet
20260527099981576,3,Small,Green
20260527099981575,1,Small,Green
20260527099981574,5,Big,Green Violet
20260527099981573,2,Small,Red
20260527099981572,5,Big,Green Violet
20260527099981571,3,Small,Green
20260527099981570,6,Big,Red
20260527099981569,5,Big,Green Violet
20260527099981568,5,Big,Green Violet
20260527099981567,0,Small,Red Violet
20260527099981566,5,Big,Green Violet
20260527099981565,5,Big,Green Violet
20260527099981564,8,Big,Red
20260527099981563,4,Small,Red
20260527099981562,9,Big,Green
20260527099981561,5,Big,Green Violet
20260527099981560,6,Big,Red
20260527099981559,1,Small,Green
20260527099981558,5,Big,Green Violet
20260527099981557,6,Big,Red
20260527099981556,4,Small,Red
20260527099981555,8,Big,Red
20260527099981554,1,Small,Green
20260527099981553,1,Small,Green
20260527099981552,5,Big,Green Violet
20260527099981551,1,Small,Green
20260527099981550,7,Big,Green
20260527099981549,2,Small,Red
20260527099981548,0,Small,Red Violet
20260527099981547,6,Big,Red
20260527099981546,7,Big,Green
20260527099981545,5,Big,Green Violet
20260527099981544,7,Big,Green
20260527099981543,1,Small,Green
20260527099981542,7,Big,Green
20260527099981541,6,Big,Red
20260527099981540,5,Big,Green Violet
20260527099981539,9,Big,Green
20260527099981538,7,Big,Green
20260527099981537,1,Small,Green
20260527099981536,5,Big,Green Violet
20260527099981535,0,Small,Red Violet
20260527099981534,0,Small,Red Violet
20260527099981533,8,Big,Red
20260527099981532,2,Small,Red
20260527099981531,0,Small,Red Violet
20260527099981530,8,Big,Red
20260527099981529,3,Small,Green
20260527099981528,7,Big,Green
20260527099981527,0,Small,Red Violet
20260527099981526,9,Big,Green
20260527099981525,1,Small,Green
20260527099981524,3,Small,Green
20260527099981523,0,Small,Red Violet
20260527099981522,1,Small,Green
20260527099981521,7,Big,Green
20260527099981520,0,Small,Red Violet
20260527099981519,8,Big,Red
20260527099981518,5,Big,Green Violet
20260527099981517,8,Big,Red
20260527099981516,7,Big,Green
20260527099981515,6,Big,Red
20260527099981514,5,Big,Green Violet
20260527099981513,9,Big,Green
20260527099981512,9,Big,Green
20260527099981511,2,Small,Red
20260527099981510,6,Big,Red
20260527099981509,6,Big,Red
20260527099981508,0,Small,Red Violet
20260527099981507,7,Big,Green
20260527099981506,5,Big,Green Violet
20260527099981505,1,Small,Green
20260527099981504,2,Small,Red
20260527099981503,4,Small,Red
20260527099981502,9,Big,Green
20260527099981501,3,Small,Green
20260527099981500,6,Big,Red
20260527099981499,1,Small,Green
20260527099981498,2,Small,Red
20260527099981497,9,Big,Green
20260527099981496,5,Big,Green Violet
20260527099981495,7,Big,Green
20260527099981494,5,Big,Green Violet
20260527099981493,4,Small,Red
20260527099981492,4,Small,Red
20260527099981491,6,Big,Red
20260527099981490,2,Small,Red
20260527099981489,7,Big,Green
20260527099981488,6,Big,Red
20260527099981487,5,Big,Green Violet
20260527099981486,5,Big,Green Violet
20260527099981485,2,Small,Red
20260527099981484,4,Small,Red
20260527099981483,6,Big,Red
20260527099981482,4,Small,Red
20260527099981481,5,Big,Green Violet
20260527099981480,3,Small,Green
20260527099981479,8,Big,Red
20260527099981478,8,Big,Red
20260527099981477,4,Small,Red
20260527099981476,0,Small,Red Violet
20260527099981475,3,Small,Green
20260527099981474,4,Small,Red
20260527099981473,1,Small,Green
20260527099981472,9,Big,Green
20260527099981471,4,Small,Red
20260527099981470,2,Small,Red
20260527099981469,0,Small,Red Violet
20260527099981468,9,Big,Green
20260527099981467,0,Small,Red Violet
20260527099981466,7,Big,Green
20260527099981465,8,Big,Red
20260527099981464,8,Big,Red
20260527099981463,4,Small,Red
20260527099981462,3,Small,Green
20260527099981461,9,Big,Green
20260527099981460,5,Big,Green Violet
20260527099981459,0,Small,Red Violet
20260527099981458,3,Small,Green
20260527099981457,5,Big,Green Violet
20260527099981456,9,Big,Green
20260527099981455,0,Small,Red Violet
20260527099981454,5,Big,Green Violet
20260527099981453,9,Big,Green
20260527099981452,7,Big,Green
20260527099981451,4,Small,Red
20260527099981450,8,Big,Red
20260527099981449,5,Big,Green Violet
20260527099981448,9,Big,Green
20260527099981447,4,Small,Red
20260527099981446,2,Small,Red
20260527099981445,3,Small,Green
20260527099981444,7,Big,Green
20260527099981443,6,Big,Red
20260527099981442,6,Big,Red
20260527099981441,9,Big,Green
20260527099981440,3,Small,Green
20260527099981439,7,Big,Green
20260527099981438,4,Small,Red
20260527099981437,6,Big,Red
20260527099981436,1,Small,Green
20260527099981435,1,Small,Green
20260527099981434,4,Small,Red
20260527099981433,5,Big,Green Violet
20260527099981432,7,Big,Green
20260527099981431,4,Small,Red
20260527099981430,6,Big,Red
20260527099981429,3,Small,Green
20260527099981428,3,Small,Green
20260527099981427,3,Small,Green
20260527099981426,4,Small,Red
20260527099981425,9,Big,Green
20260527099981424,2,Small,Red
20260527099981423,6,Big,Red
20260527099981422,7,Big,Green
20260527099981421,3,Small,Green
20260527099981420,8,Big,Red
20260527099981419,2,Small,Red
20260527099981418,3,Small,Green
20260527099981417,7,Big,Green
20260527099981416,1,Small,Green
20260527099981415,1,Small,Green
20260527099981414,9,Big,Green
20260527099981413,6,Big,Red
20260527099981412,0,Small,Red Violet
20260527099981411,5,Big,Green Violet
20260527099981410,4,Small,Red
20260527099981409,4,Small,Red
20260527099981408,7,Big,Green
20260527099981407,2,Small,Red
20260527099981406,5,Big,Green Violet
20260527099981405,0,Small,Red Violet
20260527099981404,3,Small,Green
20260527099981403,3,Small,Green
20260527099981402,3,Small,Green
20260527099981401,9,Big,Green
20260527099981400,5,Big,Green Violet
20260527099981399,5,Big,Green Violet
20260527099981398,0,Small,Red Violet
20260527099981397,1,Small,Green
20260527099981396,4,Small,Red
20260527099981395,7,Big,Green
20260527099981394,4,Small,Red
20260527099981393,5,Big,Green Violet
20260527099981392,8,Big,Red
20260527099981391,3,Small,Green
20260527099981390,0,Small,Red Violet
20260527099981389,4,Small,Red
20260527099981388,6,Big,Red
20260527099981387,0,Small,Red Violet
20260527099981386,8,Big,Red
20260527099981385,0,Small,Red Violet
20260527099981384,0,Small,Red Violet
20260527099981383,4,Small,Red
20260527099981382,1,Small,Green
20260527099981381,4,Small,Red
20260527099981380,5,Big,Green Violet
20260527099981379,7,Big,Green
20260527099981378,3,Small,Green
20260527099981377,1,Small,Green
20260527099981376,0,Small,Red Violet
20260527099981375,1,Small,Green
20260527099981374,7,Big,Green
20260527099981373,4,Small,Red
20260527099981372,9,Big,Green
20260527099981371,1,Small,Green
20260527099981370,2,Small,Red
20260527099981369,6,Big,Red
20260527099981368,4,Small,Red
20260527099981367,8,Big,Red
20260527099981366,2,Small,Red
20260527099981365,4,Small,Red
20260527099981364,3,Small,Green
20260527099981363,4,Small,Red
20260527099981362,6,Big,Red
20260527099981361,6,Big,Red
20260527099981360,4,Small,Red
20260527099981359,4,Small,Red
20260527099981358,6,Big,Red
20260527099981357,4,Small,Red
20260527099981356,5,Big,Green Violet
20260527099981355,9,Big,Green
20260527099981354,4,Small,Red
20260527099981353,4,Small,Red
20260527099981352,6,Big,Red
20260527099981351,9,Big,Green
20260527099981350,1,Small,Green
20260527099981349,0,Small,Red Violet
20260527099981348,2,Small,Red
20260527099981347,7,Big,Green
20260527099981346,0,Small,Red Violet
20260527099981345,6,Big,Red
20260527099981344,5,Big,Green Violet
20260527099981343,4,Small,Red
20260527099981342,3,Small,Green
20260527099981341,7,Big,Green
20260527099981340,1,Small,Green
20260527099981339,5,Big,Green Violet
20260527099981338,6,Big,Red
20260527099981337,5,Big,Green Violet
20260527099981336,8,Big,Red
20260527099981335,1,Small,Green
20260527099981334,9,Big,Green
20260527099981333,4,Small,Red
20260527099981332,9,Big,Green
20260527099981331,3,Small,Green
20260527099981330,2,Small,Red
20260527099981329,6,Big,Red
20260527099981328,5,Big,Green Violet
20260527099981327,3,Small,Green
20260527099981326,7,Big,Green
20260527099981325,2,Small,Red
20260527099981324,6,Big,Red
20260527099981323,8,Big,Red
20260527099981322,3,Small,Green
20260527099981321,6,Big,Red
20260527099981320,7,Big,Green
20260527099981319,6,Big,Red
20260527099981318,1,Small,Green
20260527099981317,8,Big,Red
20260527099981316,5,Big,Green Violet
20260527099981315,8,Big,Red
20260527099981314,6,Big,Red
20260527099981313,3,Small,Green
20260527099981312,8,Big,Red
20260527099981311,3,Small,Green
20260527099981310,8,Big,Red
20260527099981309,9,Big,Green
20260527099981308,0,Small,Red Violet
20260527099981307,2,Small,Red
20260527099981306,8,Big,Red
20260527099981305,4,Small,Red
20260527099981304,0,Small,Red Violet
20260527099981303,2,Small,Red
20260527099981302,0,Small,Red Violet
20260527099981301,1,Small,Green
20260527099981300,0,Small,Red Violet
20260527099981299,3,Small,Green
20260527099981298,4,Small,Red
20260527099981297,4,Small,Red
20260527099981296,2,Small,Red
20260527099981295,2,Small,Red
20260527099981294,9,Big,Green
20260527099981293,8,Big,Red
20260527099981292,6,Big,Red
20260527099981291,4,Small,Red
20260527099981290,8,Big,Red
20260527099981289,4,Small,Red
20260527099981288,0,Small,Red Violet
20260527099981287,2,Small,Red
20260527099981286,6,Big,Red
20260527099981285,5,Big,Green Violet
20260527099981284,5,Big,Green Violet
20260527099981283,5,Big,Green Violet
20260527099981282,6,Big,Red
20260527099981281,7,Big,Green
20260527099981280,9,Big,Green
20260527099981279,2,Small,Red
20260527099981278,5,Big,Green Violet
20260527099981277,9,Big,Green
20260527099981276,6,Big,Red
20260527099981275,4,Small,Red
20260527099981274,7,Big,Green
20260527099981273,3,Small,Green
20260527099981272,4,Small,Red
20260527099981271,2,Small,Red
20260527099981270,1,Small,Green
20260527099981269,7,Big,Green
20260527099981268,0,Small,Red Violet
20260527099981267,6,Big,Red
20260527099981266,6,Big,Red
20260527099981265,4,Small,Red
20260527099981264,0,Small,Red Violet
20260527099981263,9,Big,Green
20260527099981262,6,Big,Red
20260527099981261,2,Small,Red
20260527099981260,9,Big,Green
20260527099981259,3,Small,Green
20260527099981258,1,Small,Green
20260527099981257,0,Small,Red Violet
20260527099981256,5,Big,Green Violet
20260527099981255,0,Small,Red Violet
20260527099981254,9,Big,Green
20260527099981253,6,Big,Red
20260527099981252,7,Big,Green
20260527099981251,8,Big,Red
20260527099981250,5,Big,Green Violet
20260527099981249,0,Small,Red Violet
20260527099981248,5,Big,Green Violet
20260527099981247,3,Small,Green
20260527099981246,8,Big,Red
20260527099981245,1,Small,Green
20260527099981244,5,Big,Green Violet
20260527099981243,4,Small,Red
20260527099981242,7,Big,Green
20260527099981241,9,Big,Green
20260527099981240,3,Small,Green
20260527099981239,5,Big,Green Violet
20260527099981238,3,Small,Green
20260527099981237,1,Small,Green
20260527099981236,3,Small,Green
20260527099981235,4,Small,Red
20260527099981234,7,Big,Green
20260527099981233,5,Big,Green Violet
20260527099981232,5,Big,Green Violet
20260527099981231,4,Small,Red
20260527099981230,3,Small,Green
20260527099981229,2,Small,Red
20260527099981228,3,Small,Green
20260527099981227,2,Small,Red
20260527099981226,2,Small,Red
20260527099981225,4,Small,Red
20260527099981224,1,Small,Green
20260527099981223,6,Big,Red
20260527099981222,4,Small,Red
20260527099981221,7,Big,Green
20260527099981220,1,Small,Green
20260527099981219,7,Big,Green
20260527099981218,3,Small,Green
20260527099981217,7,Big,Green
20260527099981216,2,Small,Red
20260527099981215,3,Small,Green
20260527099981214,7,Big,Green
20260527099981213,8,Big,Red
20260527099981212,6,Big,Red
20260527099981211,8,Big,Red
20260527099981210,2,Small,Red
20260527099981209,8,Big,Red
20260527099981208,9,Big,Green
20260527099981207,8,Big,Red
20260527099981206,6,Big,Red
20260527099981205,4,Small,Red
20260527099981204,1,Small,Green
20260527099981203,6,Big,Red
20260527099981202,4,Small,Red
20260527099981201,3,Small,Green
20260527099981200,9,Big,Green
20260527099981199,3,Small,Green
20260527099981198,4,Small,Red
20260527099981197,2,Small,Red
20260527099981196,3,Small,Green
20260527099981195,4,Small,Red
20260527099981194,7,Big,Green
20260527099981193,5,Big,Green Violet
20260527099981192,4,Small,Red
20260527099981191,7,Big,Green
20260527099981190,2,Small,Red
20260527099981189,0,Small,Red Violet
20260527099981188,9,Big,Green
20260527099981187,5,Big,Green Violet
20260527099981186,7,Big,Green
20260527099981185,1,Small,Green
20260527099981184,3,Small,Green
20260527099981183,2,Small,Red
20260527099981182,6,Big,Red
20260527099981181,0,Small,Red Violet
20260527099981180,1,Small,Green
20260527099981179,6,Big,Red
20260527099981178,1,Small,Green
20260527099981177,7,Big,Green
20260527099981176,2,Small,Red
20260527099981175,8,Big,Red
20260527099981174,2,Small,Red
20260527099981173,3,Small,Green
20260527099981172,0,Small,Red Violet
20260527099981171,6,Big,Red
20260527099981170,6,Big,Red
20260527099981169,2,Small,Red
20260527099981168,6,Big,Red
20260527099981167,6,Big,Red
20260527099981166,9,Big,Green
20260527099981165,6,Big,Red
20260527099981164,7,Big,Green
20260527099981163,3,Small,Green
20260527099981162,0,Small,Red Violet
20260527099981161,2,Small,Red
20260527099981160,9,Big,Green
20260527099981159,7,Big,Green
20260527099981158,1,Small,Green
20260527099981157,3,Small,Green
20260527099981156,7,Big,Green
20260527099981155,8,Big,Red
20260527099981154,3,Small,Green
20260527099981153,2,Small,Red
20260527099981152,5,Big,Green Violet
20260527099981151,3,Small,Green
20260527099981150,3,Small,Green
20260527099981149,9,Big,Green
20260527099981148,2,Small,Red
20260527099981147,9,Big,Green
20260527099981146,5,Big,Green Violet
20260527099981145,0,Small,Red Violet
20260527099981144,1,Small,Green
20260527099981143,5,Big,Green Violet
20260527099981142,8,Big,Red
20260527099981141,0,Small,Red Violet
20260527099981140,0,Small,Red Violet
20260527099981139,2,Small,Red
20260527099981138,3,Small,Green
20260527099981137,8,Big,Red
20260527099981136,0,Small,Red Violet
20260527099981135,2,Small,Red
20260527099981134,6,Big,Red
20260527099981133,5,Big,Green Violet
20260527099981132,7,Big,Green
20260527099981131,6,Big,Red
20260527099981130,9,Big,Green
20260527099981129,1,Small,Green
20260527099981128,9,Big,Green
20260527099981127,7,Big,Green
20260527099981126,5,Big,Green Violet
20260527099981125,0,Small,Red Violet
20260527099981124,4,Small,Red
20260527099981123,0,Small,Red Violet
20260527099981122,0,Small,Red Violet
20260527099981121,1,Small,Green
20260527099981120,3,Small,Green
20260527099981119,0,Small,Red Violet
20260527099981118,0,Small,Red Violet
20260527099981117,9,Big,Green
20260527099981116,9,Big,Green
20260527099981115,8,Big,Red
20260527099981114,5,Big,Green Violet
20260527099981113,7,Big,Green
20260527099981112,0,Small,Red Violet
20260527099981111,1,Small,Green
20260527099981110,4,Small,Red
20260527099981109,3,Small,Green
20260527099981108,5,Big,Green Violet
20260527099981107,0,Small,Red Violet
20260527099981106,2,Small,Red
20260527099981105,0,Small,Red Violet
20260527099981104,0,Small,Red Violet
20260527099981103,7,Big,Green
20260527099981102,6,Big,Red
20260527099981101,5,Big,Green Violet
